paperId	text	sdg	label
6547fd052fa37a9b4a6e9e92c68c9cca376575a3	7th Roundtable on Financing Agricultural Water, Sustainable use of water for agriculture-Co-convened with FAO 27-28 January 2021 Opportunities for investments in agricultural water to contribute to a green and resilient recovery and mobilise commercial finance 	6	0.3333333333333333
c3f586f9c70bac1d063b342efff80d1f3323c3a1	Navigating pathways to reform water policies in agriculture 	6	0.3333333333333333
cc2cc2bcee5d9768c6015def58ddf008f25a9ce9	Transitional justice for the “war on terror?” 	16	1.0
959e08f33ad978473095ef7a6b6de35844bfe65d	The Nexus Between Prison’s Aspect of Criminal Justice and Drivers of Youth Radicalization in Isiolo County, Kenya 	16	1.0
df6cce268b71c5c76d5a98d7398373bc0168600e	China’s Ratification of the ILO Forced Labour Conventions: A Hollow Gesture? 	16	1.0
32c0af7e5e8ce75a4094376f1ce8fce1df081b59	New technologies and legal justification: The United Kingdom’s use of drones in self-defence 	16	1.0
4aff56b8520121584841e3bb123ec11d4fcb960f	Contemporary terrorism: problems of concept and prevention 	16	1.0
246d333663466b73860869e0f30a6ac79edf5e12	Offences against Internationally Protected Persons: Problems of International Legal Qualification 	16	1.0
913bc1a17cde508aeabb976a225c689f93783b92	Upholding Human Rights and International Law in the Combat against International Terrorism 	16	1.0
442216f4b3f8507a6c47338a5a57d153c6d31545	The International Criminal Trial as a Site for Contesting Historical and Political Narratives: The Case of Dominic Ongwen 	16	1.0
cb664ce25ea2d61831dbf15c7a874f384f09ae3e	Penerapan Distinction Principle Dalam Perundang-Undangan di Indonesia 	16	1.0
ae2f48082ddf91d6809d995f66a92cc926b3a36c	Just another battleground: resisting courtroom historiography in the extraordinary chambers in the courts of Cambodia 	16	1.0
63f55e2f003e91adf98fa5f4adbbea6de366117b	"Legality of the Use of Improvised Explosive Devices
in Armed Conflicts "	16	1.0
d3829f8037f9a2a1bdc2b1fb3d4508d0993a74d1	Definitional Dilemma of “Terrorism” Under International Law 	16	1.0
bf1dccce8637998aae9c8f301642796eeee1e273	THE CONCEPTUALIZATION OF FREEDOM IN U.S. POLITICS: A NORMATIVE STRATEGY TO PRESERVE GLOBAL LIBERAL VALUES 	16	1.0
abe078450e232eece49e3d0d1b3b444b2b3fdb0d	Experiencing the War on Terror: Bringing experiential knowledge into Critical Terrorism Studies 	16	1.0
e82813eea228abb68344c63e3df28636bae9d467	A New Treaty for Fully Autonomous Weapons: A Need or a Want? 	16	1.0
c7ca787cc3d04730289ca2b21f21d6188c0ef39b	Proportional use of force in asymmetric military operation 	16	1.0
a1bb9081bd5d74640f614fbc532417cd1c35a4bf	Jordan Role in Compacting International Terrorism 	16	1.0
f55d33a37dce51af25685c8df64028a7d75da1d4	The Role of Human Rights in EU-US Bilateral Relations 	16	1.0
dc0498d5760f1fb9a14872529f57db096d7db71d	Counterterrorism, Ungoverned Spaces, and the Role of International Law 	16	1.0
72082ec4e855fd16b6307f115967999f5866bb22	An Examination Of Ethiopia’s Anti -Terrorism Proclamation On Fundamental Human Rights 	16	1.0
cb4a66754a2ca21c8cf7886f11d3365c3f1eb3e1	Lethal and Legal? The Ethics of Drone Strikes 	16	1.0
1a0a2cb35130bc1c3040b5d031307e64c7182fc6	The terrorism complex 	16	1.0
45197574a9d3d7ac6aba8c31a082f08ea354d76e	Legal pluralism and using foreign previous convictions or criminal records for the purpose of sentencing: implementing Article 41 of the United Nations Convention against Corruption in South Africa 	16	1.0
bea4e384036e120feb193f7ff80a7ac6aa3bb5ae	The local prevention of terrorism in strategy and practice : 'CONTEST', a new era in the fight against terrorism 	16	1.0
2c67938875d23e01449433935fddf65049271abd	Public good theory and the ‘added value’ of the EU's anti-terrorism policy 	16	1.0
74d5abbcd456256fee23ba5b7d1f95d7ac4dae68	ANTI-TERRORISM LEGAL FRAMEWORK IN INDONESIA: ITS DEVELOPMENT AND CHALLENGES 	16	1.0
d2a12c98ceef78cf30ca914438c797cfdba98afa	Operation Neptune's Spear: The Lawful Killing of Osama Bin Laden 	16	1.0
c6e434e5ee070b25c846000b1ebe0fb943c03024	Problems and Progress in Defining Terrorism in International Law 	16	1.0
04fc5d8a59bd6c75274089303d5ca38afa4b9bd5	Dynamism and the Erosion of Procedural Safeguards in International Governance of Terrorism 	16	1.0
922d220ea6e90fb7dee384241296096dcde795fb	Targeted Killing? Terrorists, Insurgents, and Pirates 	16	1.0
f7eda075d720745e4b34952eda83929b9a327aa1	The changing face of enmity: Carl Schmitt’s international theory and the evolution of the legal concept of war 	16	1.0
6906aa9b6698b4a2931c4ae84f28228fbb742b86	Terror and Beyond: Moral and Normative Dilemmas 	16	1.0
2d206bb6e45f4dfc3c6725e3cd081c5cbee7fb94	The Future of Preventive Wars: the case of Iraq 	16	1.0
d0739efb19f67fcca7b54a3bd3ee4b2c28b21c35	Counter-Insurgency and Human Rights in Northern Ireland 	16	1.0
fbbc9426fd8bea8a45a5f3e856a17aa863a7575a	Extrajudicial Killing as Risk Management 	16	1.0
cc72730899a27ddaa571c3ab38f2064e27416947	Misguided Policies in the War on Terror? The Case for Disentangling Terrorist Financing from Money Laundering 	16	1.0
6452de490c49bb50080b9e84d18e044e514c8ca5	Index to Volume 43, 2006 	16	1.0
8edb89465a02d25a348a7de8a027bbf3ac9ad6a1	Dangerous Goods: The Legal Ramifications of Recent Responses to Terrorism on the High Seas 	16	1.0
1467b7b198bb376e9f94bdb8ebb2209114fe265e	Books Received 	16	1.0
4d545f99de993089b6913d78d591f26240f8fc72	Game of Drones 	16	1.0
a185c721560b86d0054aedc4aa388dbed01441a9	Examining the Use of Force by Police as a Driving Factor to Youth Radicalisation and Recruitment in Kenya 	16	1.0
41ab8e931166c496e1b823a06db9d1f7f10c6730	Assessing Strategic Litigation Impact on Human Rights DUFFY , Helen . Strategic Human Rights Litigation : Understanding and Maximising Impact . Oxford : HART PUBLISHING , 2018 	16	1.0
782dd155bd95da36d42e540f8a462f1488606fc1	Drones, targeted killings and the rhetoric of a killable enemy 	16	1.0
73fff8195ca27e631cde9ab9f51b99693e10e8d7	Controversial Brain Imaging as a Terrorism Emergency Measure in Neurolaw Discourse 	16	1.0
cb8d5111c55d9e8fc20daf41a1deae1b8204b02d	Political Motive in Terrorism Criminal Act 	16	1.0
a4a740fd68e60044b2e8d03581a8bee2e4e689c8	PREVENTING YOUTH FROM TERRORIST RADICALIZATION AND RECRUITMENT 	16	1.0
fe49973d44bea6dcd1594127ee469dcf5b9f5167	The annihilation of memory and silent suffering: inhibiting outrage at the injustice of torture in the War on Terror in Australia 	16	1.0
b9f02b5c83c9411598223daaa975dd47184825b2	Counter-terrorism and the protection of civilians: Armed non-state actors 	16	1.0
52a0093ca434401c8d95cb7bab85019b8f6a2956	The Development of a United Nations Counter-Terrorism Policy : A pragmatic approach to the problem of a definition of Terrorism 	16	1.0
416e0ce8329b7345f85ddc3f3464ff013ef4eeb6	L'applicabilité temporelle du droit international humanitaire 	16	1.0
6d17273762374bba74f79153f481639c3ca83e6f	Reclaiming Justice and Eliminating Inequality through Compassionate Migration: The Relentless Struggle of Migrants Living in the Shadows 	16	1.0
87d94e757d39ecd3432b8fc1ff8ca8de3f6d9ac6	International Human Rights Law and the Law of Armed Conflict in the Context of Counterinsurgency with a Particular Focus on Targeting and Operational Detention 	16	1.0
e94ff57f07e555ec387c03583bb4abd8bbe4fa42	Unleashing the robotic dogs of war : what implications does the use of unmanned predator drones for targeted killing have on the interpretation, application and formation of international law? 	16	1.0
8814b75d6a02244e7035e11b1b60188f199ae40c	Hellfire and Grey Drones: An Empirical Examination of the Effectiveness of Targeted Killings 	16	1.0
0c47a126a8e559d04b089c61405fe758c395afe3	Perpetuating paranoia: citizenship, civil liberties and counter-terrorism 	16	1.0
8c473b6f6634cc152b6646acd5d01de86ca983e3	PREVENTING TERRORISM IN WEST AFRICA: GOOD GOVERNANCE OR COLLECTIVE SECURITY? 	16	1.0
342a27a0e1014e7eca7a3b8215b22b0ce32d1625	Legal boundaries of the UN Security Council: Limitations in the use of targeted sanctions 	16	1.0
03fa5bf57d43a636fae380c55d3caa45327cceb4	FREEDOM OF EXPRESSION AND THE WAR ON TERRORISM: A FOCUS STUDY ON JORDAN 	16	1.0
b1d7fc4f764d59243b4e8d6896943f44452d250e	The Quest for Fundamental Rights Protection in the 'War on Terror'; from the Yusuf case to the Lisbon Treaty 	16	1.0
5086bf268b721afd65414e577cb87ce336128e0c	The War on Terror - A Study of the Use of Military Force against the Contemporary Terror Threat 	16	1.0
23e42f41c0727bbf5f659875c01ded7bdfdcd308	De vlucht naar voren 	16	1.0
0e91421ea207d00f7dde9923f590378b5d7f121b	The United States and the politics of the laws of war since 1945. 	16	1.0
966e738e5eea237a900b1a196302309480b2aa22	The Image and the Terrorist 	16	1.0
7acd0533ec40ff6f530775e45280c7a8cc342033	Interview with Salomón Lerner 	16	1.0
e1a0132282c86bb26b4dc7c8b072d369990f105d	Towards a deeper understanding of up-scaling in socio-technical transitions: The case of energy communities 	13	0.7777777777777778
35ab08c3d8fb422b0342ac5ea4874a38313c5bd4	A rapid review of effective financing for policy, implementation and partnerships addressing drought risks 	13	0.7777777777777778
2cea134427056c395e99432801a0229dcdb127c1	Economic costs of childhood stunting to the private sector in low- and middle-income countries 	13	0.7777777777777778
1d10ca1c9fa9cd19cd804a127d7d39d29d62646a	Establishing global climate resilience to persistent organic pollutants through the private sector: a call to reform institutional standards of the International Finance Corporation 	13	0.7777777777777778
bf774cdfbf71e979709abc639457f6a7bd471fbd	Green bonds in the emerging multilateral development banks: A (sufficient) alternative to catalysing private capital? 	13	0.7777777777777778
c73fd293a534561ca203fcb1f15c04e164f807ce	The private sector in knowledge brokering for international development: what the experts say 	13	0.7777777777777778
35509050e3b3ba7788c3db85c0d2ef1eff4e97ac	Mitigating Energy Poverty: Mobilizing Climate Finance to Manage the Energy Trilemma in Indonesia 	13	0.7777777777777778
3ad7d00e6d855a58e5a31b83850949487228197f	Perspectives mondiales du financement du développement durable 2019 	13	0.7777777777777778
e66270ecd240ec79b76db9cb39865b4a0115ecd4	Global Outlook on Financing for Sustainable Development 2021 	13	0.7777777777777778
33f82cd37a6c0ae93211e85705ea17518e176a0a	Sustainable Development: Needs of Green Skills in the Fourth Industrial Revolution (4IR) 	13	0.7777777777777778
480b58400146f55fa57b1835620d63d2df54fd2f	Mainstreaming biodiversity and development in Peru 	13	0.7777777777777778
c8aeb04f4a6bd9079ecb73815202dc27931095a6	LESSONS ON ENGAGING WITH THE PRIVATE SECTOR TO STRENGTHEN CLIMATE RESILIENCE IN SENEGAL 	13	0.7777777777777778
e584a0ee92a21617fc22ef53311a13aae723bbb1	Measuring the results of private sector engagement through development co-operation 	13	0.7777777777777778
96f1bd4ad075782d0a5ae035b4be25e110baf877	Leveraging Digital Methods in the Quest for Peaceful Futures: The Interplay of Sincere and Subjunctive Technology Affordances in Peace Mediation 	16	0.6
4256b8755814907cc49651bdaf5e492a5168b882	Banknote Issuing Country Identification Using Image Processing and Neural Networks 	16	0.6
3f58e308fe66f9e8d880050b571d45a5178adab8	Data Coding and Neural Network Arbitration for Feasibility Prediction of Car Marketing 	16	0.6
438314b3119f80a655ea6620d9d6734474447a34	Using Deep Learning as Prediction Model in Poll-Driven Social Science Applications 	16	0.6
e9171f991b409ee26308250c33cdc80afa8a9080	Nuclear Energy in the Circular Carbon Economy (CCE) 	7	0.7777777777777778
03ea33a364390c38cba2d0da0f9f0a9fd6947512	Unlocking Reductions in the Construction Costs of Nuclear 	7	0.7777777777777778
23a7d58f317a3eb01efd368078e9d6c469ac42c9	The international technological nuclear cooperation landscape: A new dataset and network analysis 	7	0.7777777777777778
d58b9682ad2a747e947da9aa599112ba1e6398b2	Public perceptions and governance of controversial technologies to tackle climate change: nuclear power, carbon capture and storage, wind, and geoengineering 	7	0.7777777777777778
2664816eec15bee0b5a2e2b070018815c3975a13	The Role of Human Capital, Structural Change, and Institutional Quality on Brazil's Economic Growth Over the Last Two Hundred Years (1822-2019) 	9	0.3333333333333333
0af334929aaafdcac730ccb3549552489cf1436e	Impact of Corporate Governance on Intellectual Capital Efficiency: Evidence from Sri Lanka 	9	0.3333333333333333
bf85a2ac8391c645e237c37740e387f89cde2fc2	Labour market participation after sickness absence due to cancer: a dynamic cohort study in Catalonia (Spain) 	5	0.5555555555555556
1592e550ef03412f25f82ba56676b01c25db4d48	Do Working and Parenting Trajectories Influence Retirement Timing? Evidence From Spain, Using a Sequence Analysis Approach and Focusing on Women 	5	0.5555555555555556
97127e3de1e2b228b3a25a02bca16718d20b6fd4	Análise da Taxinomia dos sistemas de bem-estar dos países da OECD 	5	0.5555555555555556
dfc286e2e60f92153281c52b240d1246deecc121	Labour market participation after a sickness absence due to cancer: a dynamic cohort study in Catalonia (Spain) 	5	0.5555555555555556
7cfa88838994e5f714733a1cc02739adb53fcbe9	Global Gender Inequality, Older Women, and the Call for Change in the United States 	5	0.5555555555555556
b99a1ad3833dbee619de3c2a0b9af73c592a97d8	From Social Protection to Personal Protection: Implications for an Integrated Framework of Retirement Planning for Informal Workers in Ghana 	5	0.5555555555555556
5cf20cd95b2a4e1d9b3ee0fcff201d790d2dc7c9	Grandmother, breadwinner, caregiver, widow, entrepreneur: COVID-19, older women, and challenges for the implementation of the women’s economic empowerment agenda 	5	0.5555555555555556
dedc23ae28f5913a6ac9aa8e8f73e4708b5787b4	Pension reform in (F)BH with a special focus on gender issue 	5	0.5555555555555556
a1affc3f737cba6bc9e8421a0d516986c99a5af5	World Survey on the Role of Women in Development 2019 	5	0.5555555555555556
dc50bd69741b3e3a7e46b356fb0e13dee90ab049	Women’s employment, work-life balance policies, and inequality across the life course: a comparative analysis of Japan, Sweden and the United States 	5	0.5555555555555556
437165e9fff9ba1471c1dab9c448526380ca5a8b	The minimum pension and its effect on the gender gap in retirement pensions in Spain 	5	0.5555555555555556
bb6de3c2f426605fc1ab82b3a7729d5d04f5ab46	El progreso de las mujeres en américa latina y el caribe 2017 	5	0.5555555555555556
b3bec1ad816e6ebdcd1a4c58aef200fb24dc4ecc	Empirical Approaches Upon Pension Systems in Central and Eastern European Countries. Triangle Assessment: Free Movement of People, Labor Market and Population Health Features 	5	0.5555555555555556
d7aa9cd908cb9bf471edc4dbedb981b5554aa247	The politics of gender-responsive social protection 	5	0.5555555555555556
f8ca6ed3a5a80e7bc8bbccec4f0dc6308a63bf0c	Naisten ja miesten eläke-erot. Katsaus tutkimukseen ja tilastoihin 	5	0.5555555555555556
2273ac8c81520e6f3a268bb4d41a97673cf2d4ac	Tackling Vulnerability in the Informal Economy 	5	0.5555555555555556
f06a4b51b788a447397641c3ea2dd6e218024257	Improving gender outcomes in social security retirement systems 	5	0.5555555555555556
9f7f890b0d77eaf9003ae4d389cd655b84feebe7	Social Protection System Review of Indonesia 	5	0.5555555555555556
b00663db613dc8476ef9d1d20a463431cb059ac8	Panorama Social de América Latina 2019 	5	0.5555555555555556
1247a9e7cb988aa0fe0f1053410869f695e88e21	Retirement Pension Reforms in Six European Social Insurance Schemes between 2000 and 2017: More Financial Sustainability and More Gender Inequality? 	5	0.5555555555555556
b0603a19ff282a17c6832065a5f3f6914bf1202f	Reversing Pension Privatization: Rebuilding Public Pension Systems in Eastern European and Latin American Countries (2000-18) 	5	0.5555555555555556
92abc15c87ca45a741e4ce20246a456714ac2f4c	Trends Regarding the Evolution of the Romanian Pension System 	5	0.5555555555555556
7a9c4ffbe6a1d8b1a378a5b4e525ea9597cc6741	Ukraine’s Structural Pension Reforms and Women’s Ageing Experiences 	5	0.5555555555555556
08edfdd2542851f72f553b2d60578fb155431baa	Policy innovations for transformative change 	5	0.5555555555555556
e0e531c33639bba5577cfe89a82b717049acb255	Domestic workers and social security: What must they do to get by? 	5	0.5555555555555556
95f868dd6220a43ec9caf0532c4e5fc6ea4ad924	Non-Contributory Benefits, Pension Re-Reforms and the Social Protection of Older Women in Latin America 	5	0.5555555555555556
efab76615e78fd58c39c11bc7dea168acdbb9f8b	The Importance and Role of Social Policy in Maintaining Macroeconomic Stability 	5	0.5555555555555556
5c9ac4fd0f13425d4430280ecfa8ebbafb96b6c1	Ökonomie und Empowerment von Frauen: Eine Analyse von Unterschieden während der Pink Tide entlang von Klasse und Geschlecht 	5	0.5555555555555556
3651b525d0cb2e213fd1ea687fc48b379c0530bf	Social Protection and Its Effects on Gender Equality: A Literature Review 	5	0.5555555555555556
6da96e7efd593648e710a320b2ce06eb2cef2447	Estado civil, género, mortalidad y pensiones: las desventajas de la soltería en la vejez / Marital Status, Gender, Mortality and Pensions: The Disadvantages of Being Single in Old Age 	5	0.5555555555555556
d4c6cb757c85189b13a9eedfb8310f7e2a7ffee5	Considerations Regarding the Pension Systems in Countries of Central and Eastern Europe 	5	0.5555555555555556
48c5a87264a5cb7f3ae9f6d6eda5ab62ab733fd9	Pension Systems and Income Inequality among the Elderly in Europe 	5	0.5555555555555556
d79d91c6bcaa52e0692447692f35b682645ad105	Beyond the Asylum Walls: Tracing the Tapestry of Mental Health Interventions Across Eras and Cultures 	16	0.4285714285714285
50f3ed59e352eb792ac75d3a61c1e63429037d39	Understanding the Role of Adult Mental Health and Substance Abuse in Perpetrating Violent Acts: In the Presence of Unmet Needs for Mental Health Services 	16	0.4285714285714285
5174e48cadd256be016c2de3d204ff78d9530ede	Considering Mental Health Courts for South Africa: Lessons from Canada and the United States of America 	16	0.4285714285714285
aaa743535d5dd981149832d6538fbe24c0e3f789	Mental Health Courts 	16	0.4285714285714285
d73d704f53c57ccac88d5c0ed63a6a3343309734	Supporting justice-involved people with extreme complex needs in the Australian community: a third sector practice perspective 	16	0.4285714285714285
710c24b621aadc836884ec70826c1f49d0cb4d19	Criminal behavior and mental illness in the Arab world 	16	0.4285714285714285
3b0a6d7108830d061428eff6230e3bd2ac2f7a3b	Analyzing the Relationship between Mental Health Courts and the Prison Industrial Complex 	16	0.4285714285714285
f8d0d332bf3e16d86be0e193c697c3a3ed1f501a	Review on the effectiveness of Canadian and American mental health courts 	16	0.4285714285714285
937dda903189c761638a137a87a10a904d6479f0	Perceptions of Mental Health Conditions in Criminal Cases: A Survey Study Involving Swedish Lay Judges 	16	0.4285714285714285
43e2d439e5f102cb8e1dba31aa2d1b2fc0d4f88f	The interRAI Suite of Mental Health Assessment Instruments: An Integrated System for the Continuum of Care 	16	0.4285714285714285
d413b38f97c8904d21d9ce412120a8b7ed295068	Mental Health Courts: An Interface Between Social Work and Criminal Justice 	16	0.4285714285714285
e732c78bbaf71060ccd56ae7ca36f73fd6b95e1e	Bridging Mental Health and Criminal Justice Systems: A Systematic Review of the Impact of Mental Health Courts on Individuals and Communities 	16	0.4285714285714285
